scheduler,trials,frames,users_per_macro,include_mobility,include_orientation,include_nlos,nlos_profile,mean_sinr_db,median_sinr_db,avg_rate_bpshz,p5_rate_bpshz,coverage_continuity_10db,coverage_continuity_20db,outage_probability_10db,outage_probability_20db,avg_outage_duration_frames,p95_outage_duration_frames,link_opportunity_mean_sinr_db,link_opportunity_median_sinr_db,link_opportunity_avg_rate_bpshz,link_opportunity_continuity_10db,link_opportunity_continuity_20db,link_opportunity_outage_probability_10db,link_opportunity_outage_probability_20db,link_opportunity_avg_outage_duration_20db,scheduled_link_continuity_10db,scheduled_link_continuity_20db,service_avg_rate_bpshz_all_users,beam_switching_rate,fairness_over_time,mean_served_fraction,mean_user_throughput_bpshz,p5_user_throughput_bpshz,worst_user_throughput_bpshz,avg_time_between_services_frames,mean_service_gap_frames,p95_service_gap_frames,mean_longest_service_gap_frames,p95_longest_service_gap_frames,starvation_probability_gap10,edge_served_frame_ratio,center_served_frame_ratio,edge_coverage_continuity_10db,edge_coverage_continuity_20db,edge_outage_probability_10db,edge_outage_probability_20db,center_coverage_continuity_10db,center_coverage_continuity_20db,edge_frame_fraction,time_s,experiment,case,seed,wall_time_s
proportional_fair,300.0,75.0,42.0,1.0,1.0,1.0,stress,29.270362501666657,-9.547337609200655,177.56170386943498,0.0,0.05002645502645502,0.020767195767195764,0.949973544973545,0.9792328042328042,33.63654538184726,75.0,26.986964795006422,-300.0,76.08484405801218,0.11190476190476191,0.059557671957671955,0.888095238095238,0.9404423280423281,22.63442339038305,0.3803335151297137,0.18186258420525744,29.54983754754966,0.015066495066495069,0.05380896852411918,0.16642010582010583,29.549837547549664,0.0,0.0,11.696777399032229,10.616920049598361,43.0,35.06706349206349,74.0,0.9776190476190476,0.17572078766406965,0.15964764146105004,0.06377623897712927,0.03051516762684093,0.9362237610228707,0.9694848323731591,0.039815142025782034,0.014017237562983693,0.48158730158730156,839.7499439716339,main,combined_mobility_orientation_nlos,4,839.8107979297638
omn_pf,300.0,75.0,42.0,1.0,1.0,1.0,stress,29.0372481828056,-7.526652682607086,183.9576321697846,0.0,0.05696613756613757,0.02641058201058201,0.9430338624338624,0.973589417989418,32.32868336905724,75.0,29.133805725707496,-300.0,100.17495679915737,0.1327132275132275,0.06724973544973545,0.8672867724867726,0.9327502645502646,21.994435572412417,0.4027108118248174,0.2113921452686535,30.614248612111655,0.015066495066495069,0.0605906434424158,0.16642010582010583,30.614248612111652,0.0,0.0,14.163513693802257,11.700105455463632,47.0,36.93674603174603,75.0,0.9800793650793651,0.20299842162113294,0.13731756543320192,0.08729074685167415,0.05032218004658584,0.9127092531483258,0.9496778199534142,0.033308406128100064,0.008756056618646096,0.48158730158730156,870.2634081840515,main,combined_mobility_orientation_nlos,4,870.324535369873
rr1,300.0,75.0,42.0,1.0,1.0,1.0,stress,27.060716592315206,-300.0,89.09746732365602,0.0,0.02298412698412698,0.010252910052910048,0.977015873015873,0.9897470899470899,43.030502392344495,75.0,26.558116896567128,-300.0,75.32529736408345,0.1075978835978836,0.052823280423280425,0.8924021164021164,0.9471767195767196,20.64827331657016,0.16921322661062083,0.07824050099749126,14.824592883211697,0.015035392535392534,0.027299979660032385,0.1663862433862434,14.824592883211698,0.0,0.0,6.499007440434477,4.927319126578557,12.0,13.476111111111111,28.0,0.6442857142857142,0.1654676754328591,0.16553890061249193,0.02336566223626269,0.013473977361757856,0.9766343377637373,0.9865260226382422,0.023052829344985946,0.008292189243065228,0.44476190476190475,792.913462638855,main,combined_mobility_orientation_nlos,5,792.9738712310791
max_sinr,300.0,75.0,42.0,1.0,1.0,1.0,stress,29.349705877125313,-7.243187951621043,188.10034211527616,0.0,0.05953968253968253,0.028326984126984124,0.9404603174603174,0.9716730158730159,48.25176037834997,75.0,29.744054819269202,-300.0,114.0427829549398,0.14774179894179895,0.07047195767195767,0.852258201058201,0.9295280423280423,31.813552569628047,0.3644785652473885,0.1795648959402503,31.29730930422799,0.015035392535392534,0.06399417686382743,0.16638624338624342,31.29730930422799,0.0,0.0,17.631159590347504,15.819844967467267,64.0,43.27293650793651,75.0,0.9846031746031746,0.20856417084173368,0.13476517742665584,0.09488318464537167,0.06070207670344577,0.9051168153546283,0.9392979232965543,0.03274881061365871,0.004268040739178422,0.44476190476190475,820.6023631095886,main,combined_mobility_orientation_nlos,5,820.662624835968
proportional_fair,300.0,75.0,42.0,1.0,1.0,1.0,stress,29.080603830010205,-8.766910311969557,175.79241774970947,0.0,0.04988888888888888,0.01992486772486772,0.9501111111111111,0.9800751322751323,34.53542396897606,75.0,26.679168376202878,-300.0,74.46064349437596,0.11077142857142856,0.05743492063492063,0.8892285714285715,0.9425650793650794,23.50071236346367,0.3776544233821246,0.1717718739813993,29.249440005159332,0.015035392535392534,0.05402500059006236,0.1663862433862434,29.249440005159325,0.0,0.0,12.074421595876759,10.617780653161349,43.0,35.31650793650794,75.0,0.9782539682539683,0.17561393342708814,0.16175449662734404,0.06505432430510603,0.030424407564095847,0.934945675694894,0.9695755924359042,0.03981504408798687,0.013436769567461655,0.44476190476190475,828.0442564487457,main,combined_mobility_orientation_nlos,5,828.104654788971
omn_pf,300.0,75.0,42.0,1.0,1.0,1.0,stress,28.939478796058392,-7.131249336356099,183.57636014027597,0.0,0.056896296296296285,0.025466666666666665,0.9431037037037037,0.9745333333333334,32.93519776839997,75.0,28.803163882140872,-300.0,97.9963374358117,0.13148042328042328,0.06457037037037036,0.8685195767195767,0.9354296296296296,22.55686544693664,0.40216336057247487,0.20037915741650597,30.544580938260626,0.015035392535392534,0.060624598948860534,0.1663862433862434,30.54458093826063,0.0,0.0,14.316052938041958,11.619295554441134,48.0,37.061031746031745,75.0,0.9788095238095238,0.203010809137742,0.13994345621631982,0.08806772883866516,0.049648791404723516,0.9119322711613348,0.9503512085952764,0.034037819180400865,0.008454613172796843,0.44476190476190475,858.0547504425049,main,combined_mobility_orientation_nlos,5,858.115528345108
rr1,300.0,75.0,42.0,1.0,1.0,1.0,stress,26.89023431133986,-300.0,88.20720383430044,0.0,0.023009523809523806,0.010623280423280418,0.9769904761904762,0.9893767195767196,42.38071710257921,75.0,26.509935013694236,-300.0,75.84798940613793,0.10862857142857141,0.0547100529100529,0.8913714285714286,0.9452899470899471,20.15930222061744,0.1703280033557263,0.08070464102484465,14.675718557942387,0.01516623766623767,0.027360170112919798,0.16637777777777776,14.675718557942387,0.0,0.0,6.502337041689099,4.927245889130041,12.0,13.508412698412698,28.0,0.6446825396825396,0.16503207589138705,0.16541619535239208,0.024003281164194527,0.014305905880861464,0.9759967188358055,0.9856940941191386,0.022717467449618094,0.008135328370489242,0.5377777777777778,790.2235469818115,main,combined_mobility_orientation_nlos,6,790.2841186523438
max_sinr,300.0,75.0,42.0,1.0,1.0,1.0,stress,28.72689780189353,-7.4860490689904715,185.6516665575629,0.0,0.05927936507936508,0.029498412698412694,0.940720634920635,0.9705015873015873,48.00942260377951,75.0,29.71795958746665,-300.0,116.43776619890568,0.15043809523809523,0.07319576719576719,0.8495619047619047,0.9268042328042329,31.255085290129184,0.36363157354360465,0.18626766986556703,30.888311722588295,0.01516623766623767,0.06450333768563986,0.16637777777777776,30.8883117225883,0.0,0.0,17.724451951682827,15.847055983585122,64.0,43.1581746031746,75.0,0.9859523809523809,0.20733909578128584,0.13270863237991778,0.09432353748740925,0.062309594723891616,0.9056764625125907,0.9376904052761084,0.03088609042963365,0.003832619276054589,0.5377777777777778,820.2384173870087,main,combined_mobility_orientation_nlos,6,820.2982172966003
proportional_fair,300.0,75.0,42.0,1.0,1.0,1.0,stress,28.99136186638401,-8.826191981948389,176.94721401635027,0.0,0.05025608465608466,0.020817989417989412,0.9497439153439153,0.9791820105820106,33.66661815535747,75.0,26.55489315150237,-300.0,75.57097854403196,0.11317354497354497,0.05991428571428571,0.8868264550264551,0.9400857142857143,22.85635998765051,0.3825072058953618,0.1802385830666106,29.440084252009214,0.01516623766623767,0.054323000742701376,0.16637777777777776,29.440084252009218,0.0,0.0,11.892511327163342,10.601313434442664,43.0,35.002857142857145,75.0,0.9786507936507937,0.17326549352551085,0.1613339385587202,0.06458557519348121,0.031164160739555104,0.9354144248065188,0.9688358392604449,0.03950179203796065,0.013607409941463236,0.5377777777777778,831.0388555526733,main,combined_mobility_orientation_nlos,6,831.1002311706543
omn_pf,300.0,75.0,42.0,1.0,1.0,1.0,stress,28.797122515617566,-7.28716664696245,183.92827425911187,0.0,0.05708359788359788,0.02658201058201058,0.9429164021164022,0.9734179894179894,32.25611894242233,75.0,28.692664016050283,-300.0,98.98884971899406,0.13333121693121694,0.06686560846560846,0.866668783068783,0.9331343915343915,21.94326382322202,0.40459224869163163,0.20873326465308495,30.60157754173268,0.01516623766623767,0.061043670005046874,0.1663777777777778,30.60157754173268,0.0,0.0,14.135298350129146,11.636749043532209,47.0,36.79698412698413,75.0,0.979920634920635,0.2005049665844988,0.13903222534578713,0.08738397686093098,0.0510474039398418,0.912616023139069,0.9489525960601582,0.033342709065937316,0.008364701476859547,0.5377777777777778,861.5242187976837,main,combined_mobility_orientation_nlos,6,861.5841407775879
rr1,300.0,75.0,42.0,1.0,1.0,1.0,stress,27.250082250762784,-300.0,89.11489919448061,0.0,0.022921693121693117,0.010448677248677242,0.9770783068783069,0.9895513227513227,42.63557196917886,75.0,26.601174790196037,-300.0,75.05349863289327,0.10748888888888888,0.05262433862433862,0.8925111111111111,0.9473756613756614,20.54643930874624,0.16984108703988482,0.07941267177251186,14.826361688945845,0.015010725010725012,0.02716077303904398,0.16637354497354495,14.826361688945848,0.0,0.0,6.493699299867274,4.930817570697145,12.0,13.522698412698412,29.0,0.6455555555555555,0.16509422145503852,0.1657588428163064,0.023521101200442103,0.013863897398808805,0.9764788987995578,0.9861361026011912,0.022902625863489467,0.008189936009052337,0.45555555555555555,790.6089701652527,main,combined_mobility_orientation_nlos,7,790.6688041687012
max_sinr,300.0,75.0,42.0,1.0,1.0,1.0,stress,29.342366886729955,-7.819211285148175,185.19551956824213,0.0,0.05870264550264549,0.02846560846560846,0.9412973544973545,0.9715343915343916,48.27531811967609,75.0,29.82216399316506,-300.0,114.40867852037672,0.14834391534391533,0.0711936507936508,0.8516560846560847,0.9288063492063492,31.587504948357147,0.35639048398443174,0.18041568958935503,30.81163510378596,0.015010725010725012,0.06319524372789956,0.16637354497354495,30.81163510378596,0.0,0.0,17.76350559005664,15.942707384696336,65.0,43.392380952380954,75.0,0.9859523809523809,0.2096835579470706,0.1336309463151202,0.09535487490273582,0.06067993710617035,0.9046451250972641,0.9393200628938296,0.03180537729981244,0.00446682440361179,0.45555555555555555,815.6062116622925,main,combined_mobility_orientation_nlos,7,815.6657893657684
proportional_fair,300.0,75.0,42.0,1.0,1.0,1.0,stress,29.149339093314634,-9.922282127446461,175.19529467443874,0.0,0.049611640211640204,0.020448677248677247,0.9503883597883598,0.9795513227513227,34.16408931537184,75.0,26.737733766951806,-300.0,74.60732747858766,0.11089523809523809,0.057913227513227514,0.889104761904762,0.9420867724867725,23.281780381286122,0.37713615312070714,0.17621229615750625,29.147862237671198,0.015010725010725012,0.053619868476990316,0.16637354497354495,29.1478622376712,0.0,0.0,12.19137753525885,10.699566735029268,43.0,35.291111111111114,75.0,0.9787301587301588,0.1765955938122528,0.16038705798036787,0.06502597035642779,0.030967462690329156,0.9349740296435722,0.9690325373096709,0.03936678892463751,0.013336912923587501,0.45555555555555555,827.8727521896362,main,combined_mobility_orientation_nlos,7,827.9331078529358
omn_pf,300.0,75.0,42.0,1.0,1.0,1.0,stress,28.990168343624838,-7.721951311418541,182.23866896991106,0.0,0.05637037037037037,0.025786243386243378,0.9436296296296296,0.9742137566137566,32.84335200313938,75.0,28.81876535596455,-300.0,97.28080695907535,0.13093650793650793,0.06489629629629629,0.8690634920634921,0.9351037037037038,22.453323508486633,0.3981055837910545,0.2026988712198901,30.319693387784472,0.015010725010725012,0.06002768316346364,0.16637354497354495,30.319693387784472,0.0,0.0,14.474442897700689,11.723220929194321,48.0,37.016825396825396,75.0,0.9798412698412698,0.20367554462532436,0.13943843892006538,0.08808819641428475,0.049967434372861455,0.9119118035857152,0.9500325656271386,0.03390588698683332,0.008764554208617808,0.45555555555555555,858.4197680950165,main,combined_mobility_orientation_nlos,7,858.4797563552856
rr1,300.0,75.0,42.0,1.0,1.0,1.0,stress,27.056535349700304,-300.0,89.18616709452375,0.0,0.023039153439153432,0.010424338624338617,0.9769608465608466,0.9895756613756613,42.73208736976787,75.0,26.478940409403755,-300.0,75.34253963734439,0.1077100529100529,0.053524867724867725,0.8922899470899471,0.9464751322751322,20.461635248901903,0.170138866348885,0.07974733741078019,14.830291122821555,0.014897039897039898,0.02737272222066034,0.16628465608465606,14.830291122821553,0.0,0.0,6.5161476338466215,4.933041556311087,12.0,13.47015873015873,28.0,0.6467460317460317,0.1657244185848803,0.16553195905356838,0.02391577616107322,0.013932300517849334,0.9760842238389268,0.9860676994821507,0.023089221553685087,0.0082495917899159,0.48253968253968255,793.8931264877319,main,combined_mobility_orientation_nlos,8,793.952877998352
max_sinr,300.0,75.0,42.0,1.0,1.0,1.0,stress,29.07526624147554,-7.306026014690063,188.02609724257482,0.0,0.059744973544973545,0.028491005291005293,0.9402550264550265,0.9715089947089947,47.9463129308544,75.0,29.57590198226825,-300.0,114.28331049169545,0.14863492063492062,0.07112592592592593,0.8513650793650793,0.9288740740740741,31.398841035913577,0.36553716795206126,0.18520568352461889,31.265854914921658,0.014897039897039898,0.06439626723495842,0.16628465608465612,31.265854914921654,0.0,0.0,17.710090581210107,15.900002018122743,64.0,43.296190476190475,75.0,0.986904761904762,0.2071589704217628,0.13343994814611923,0.09511586515261385,0.061055744146090093,0.9048841348473862,0.93894425585391,0.03311333887227956,0.0041653454228090785,0.48253968253968255,817.395457983017,main,combined_mobility_orientation_nlos,8,817.4566009044647
proportional_fair,300.0,75.0,42.0,1.0,1.0,1.0,stress,28.940896127364645,-8.640884670803393,177.30109879617302,0.0,0.0504042328042328,0.02042751322751322,0.9495957671957672,0.9795724867724868,34.02418495240195,75.0,26.574632318613812,-300.0,75.24713966994037,0.11202116402116402,0.05867619047619047,0.887978835978836,0.9413238095238096,23.112424651839536,0.38167642754976555,0.17758516646172717,29.48245223675326,0.014897039897039898,0.05447738261289488,0.16628465608465612,29.48245223675326,0.0,0.0,12.295991847381533,10.703469731550918,44.0,35.365,75.0,0.9787301587301588,0.1747886247183036,0.1606618275969492,0.06565204458615106,0.031031090524827287,0.934347955413849,0.9689689094751727,0.040221232587375096,0.013464172750071366,0.48253968253968255,830.9322772026062,main,combined_mobility_orientation_nlos,8,830.9988884925842
omn_pf,300.0,75.0,42.0,1.0,1.0,1.0,stress,28.755848029046298,-7.142547383203805,184.13949205433508,0.0,0.0573005291005291,0.025699470899470896,0.9426994708994709,0.9743005291005291,32.62166950113379,75.0,28.663895904601176,-300.0,98.36644260313035,0.13253756613756615,0.06538518518518519,0.8674624338624338,0.9346148148148148,22.268443346276033,0.40301984955563097,0.2045288990705828,30.61957210785837,0.014897039897039898,0.061175447773119986,0.16628465608465612,30.619572107858367,0.0,0.0,14.572734845503726,11.677723924288912,48.0,37.147301587301584,75.0,0.979920634920635,0.20189933225890244,0.13869852139010122,0.08863677986460868,0.050251662375339914,0.9113632201353913,0.94974833762466,0.03450130669024316,0.00821287096229055,0.48253968253968255,859.6598136425018,main,combined_mobility_orientation_nlos,8,859.7214961051941
